age,annual_income,intent,bhk_preference,bhk_enquired,stated_budget,rate_psf,carpet_sqft,property_ticket,downpayment_pct,loan_amount,emi_monthly,emi_to_income,affordability_ratio,budget_match,bhk_match,_true_p,converted,city_Bengaluru,city_Chennai,city_Delhi-NCR,city_Hyderabad,city_Kolkata,city_Mumbai-MMR,city_Pune
34,1126137,1,3,3,8800809,6800,1413,9606749,0.18,7878506,68871,0.734,8.53,0,1,0.00021,0,0,1,0,0,0,0,0
53,1228739,1,3,3,5616495,7150,1071,7659568,0.195,6163115,53876,0.526,6.23,1,1,0.00228,0,1,0,0,0,0,0,0
30,3757568,0,4,4,7192822,11200,2259,25299472,0.257,18793887,164289,0.525,6.73,0,1,0.00511,0,0,0,0,0,0,1,0
51,2764363,0,2,2,16667789,11000,715,7866546,0.299,5517781,48234,0.209,2.85,0,1,0.00992,0,0,0,1,0,0,0,0
33,9600000,1,3,3,5684761,8800,1315,11572680,0.173,9574794,83699,0.105,1.21,0,1,0.03883,0,1,0,0,0,0,0,0
52,3269623,1,3,3,25807683,6550,1506,9865447,0.191,7978873,69748,0.256,3.02,0,1,0.00175,0,0,0,0,1,0,0,0
50,2900832,0,1,1,4583553,4950,588,2909572,0.212,2294092,20054,0.083,1.0,0,1,0.00064,0,0,0,1,0,0,0,0
42,897925,0,3,4,7767884,5030,1984,9980588,0.239,7592847,66374,0.887,11.12,0,0,0.00064,0,0,0,0,0,1,0,0
38,2254715,0,3,3,5497237,5030,1456,7322389,0.256,5449026,47633,0.254,3.25,1,1,0.00753,0,0,0,0,0,1,0,0
55,1407795,0,1,1,19304858,11200,514,5753094,0.3,4029807,35227,0.3,4.09,0,1,0.16726,0,0,0,0,0,0,1,0
55,398003,0,2,2,4723294,6700,677,4533579,0.279,3270235,28587,0.862,11.39,1,1,0.04214,0,0,0,0,1,0,0,0
63,1334925,1,4,4,14541284,4950,2235,11061205,0.165,9241146,80783,0.726,8.29,1,1,0.00332,0,0,0,1,0,0,0,0
39,1313769,0,1,1,11533193,24950,451,11250408,0.254,8394703,73383,0.67,8.56,1,1,0.00699,0,0,0,0,0,0,1,0
42,1447169,0,2,2,3329574,7700,1013,7800113,0.219,6089169,53229,0.441,5.39,0,1,0.0024,0,0,0,0,0,0,0,1
37,1344072,0,3,3,20101119,16650,1387,23096440,0.291,16386331,143243,1.279,17.18,1,1,0.00031,0,1,0,0,0,0,0,0
44,3621153,1,3,3,6780074,7750,1235,9572303,0.223,7437727,65018,0.215,2.64,0,1,0.06749,0,0,0,0,0,0,1,0
41,2658573,0,4,4,14938158,5030,2427,12206011,0.234,9345631,81696,0.369,4.59,1,1,0.20949,0,0,0,0,0,1,0,0
37,348014,0,3,3,10571266,8780,1403,12322212,0.203,9820139,85844,2.96,35.41,1,1,0.00022,0,1,0,0,0,0,0,0
43,2120154,0,3,3,2720457,13700,1261,17271731,0.297,12138815,106113,0.601,8.15,0,1,0.00035,0,0,0,0,0,0,1,0
36,2291557,0,3,2,9498931,8970,932,8359435,0.296,5887750,51469,0.27,3.65,0,0,0.01261,0,0,0,0,0,0,0,1
61,2808242,0,2,3,20922141,5920,1337,7913381,0.284,5669239,49558,0.212,2.82,0,0,0.01295,0,0,0,0,0,1,0,0
62,1820870,0,2,1,9055295,8780,589,5169120,0.289,3673265,32110,0.212,2.84,0,0,0.0031,0,1,0,0,0,0,0,0
34,1915498,0,3,3,10647537,5820,1346,7831995,0.295,5523734,48286,0.302,4.09,0,1,0.00145,0,0,0,1,0,0,0,0
43,1298329,1,3,3,8916256,8780,1340,11766218,0.293,8318694,72719,0.672,9.06,0,1,0.00585,0,1,0,0,0,0,0,0
33,1183198,1,1,1,3845139,7750,423,3281727,0.223,2550450,22295,0.226,2.77,1,1,0.01938,0,0,0,0,0,0,1,0
47,1787010,0,3,3,80000000,6320,1294,8179431,0.161,6862631,59991,0.403,4.58,0,1,0.00065,0,0,0,0,1,0,0,0
35,2191772,0,3,3,2288896,6550,1268,8305459,0.171,6888187,60214,0.33,3.79,0,1,0.00604,0,0,0,0,1,0,0,0
38,957547,0,1,1,9490013,7750,541,4196625,0.169,3486771,30480,0.382,4.38,0,1,0.00446,0,0,0,0,0,0,1,0
47,1107586,0,2,2,14599903,6565,736,4832783,0.258,3585749,31345,0.34,4.36,0,1,0.01412,0,0,1,0,0,0,0,0
55,1238361,1,3,2,7524830,6700,708,4743348,0.176,3909541,34176,0.331,3.83,1,0,0.00625,0,0,0,0,1,0,0,0
47,2650829,1,4,4,22974485,7700,2779,21401491,0.168,17807600,155667,0.705,8.07,1,1,0.00716,0,0,0,0,0,0,0,1
49,1323249,0,3,3,13921942,8000,1263,10104936,0.278,7295501,63775,0.578,7.64,1,1,0.00023,0,1,0,0,0,0,0,0
56,1694292,1,2,1,9895032,24950,411,10253497,0.278,7402870,64713,0.458,6.05,1,0,0.00109,0,0,0,0,0,0,1,0
50,1790047,1,3,3,7894784,8740,1088,9510498,0.277,6880366,60146,0.403,5.31,0,1,0.00967,0,0,0,0,1,0,0,0
59,1259005,0,3,3,19205057,6900,1089,7512121,0.187,6107311,53388,0.509,5.97,0,1,0.0001,0,0,0,1,0,0,0,0
48,3431561,0,2,2,3012916,7700,716,5512940,0.222,4286399,37470,0.131,1.61,0,1,0.01469,0,0,0,0,0,0,0,1
38,3811269,0,1,1,5522488,28000,483,13530225,0.266,9934468,86843,0.273,3.55,0,1,0.0413,0,0,0,0,0,0,1,0
49,1895248,1,2,2,6034094,16700,734,12250086,0.157,10320929,90222,0.571,6.46,0,1,0.00082,0,0,0,0,0,1,0,0
76,1946325,1,2,3,11995985,8000,1125,9000570,0.291,6379648,55769,0.344,4.62,1,0,0.02553,0,0,0,0,0,0,1,0
58,3155915,1,3,3,10361677,16650,1158,19274294,0.154,16313873,142610,0.542,6.11,0,1,0.0082,0,1,0,0,0,0,0,0
30,3026216,0,3,3,8430698,8800,1245,10954644,0.241,8316140,72697,0.288,3.62,0,1,0.00406,0,1,0,0,0,0,0,0
47,273715,0,3,3,11629493,8000,1553,12427262,0.235,9504312,83083,3.642,45.4,1,1,4e-05,0,1,0,0,0,0,0,0
39,1463022,0,3,3,7794825,6900,1055,7281971,0.179,5976861,52247,0.429,4.98,1,1,0.00335,0,0,0,1,0,0,0,0
59,7839052,0,2,2,3135543,11000,1015,11159692,0.204,8887464,77691,0.119,1.42,0,1,0.02805,0,0,0,1,0,0,0,0
33,2317502,1,2,2,7660079,8970,889,7970405,0.246,6007739,52517,0.272,3.44,1,1,0.03332,0,0,0,0,0,0,0,1
29,362382,0,3,3,14628628,7750,1386,10745007,0.269,7851433,68634,2.273,29.65,1,1,0.00025,0,0,0,0,0,0,1,0
61,1403299,0,1,1,13523847,11200,473,5295980,0.279,3817695,33373,0.285,3.77,0,1,0.0138,0,0,0,0,0,0,1,0
49,1488866,1,2,2,18910562,8800,882,7760596,0.176,6393482,55889,0.45,5.21,0,1,0.00369,0,1,0,0,0,0,0,0
35,1316413,0,2,2,2202161,8000,1012,8097783,0.187,6582121,57538,0.525,6.15,0,1,0.00088,0,1,0,0,0,0,0,0
46,3259649,1,1,1,8640053,24950,622,15528967,0.261,11474327,100304,0.369,4.76,0,1,0.00042,0,0,0,0,0,0,1,0
52,3941555,0,1,1,2470414,24950,538,13417887,0.195,10802953,94435,0.288,3.4,0,1,0.01283,0,0,0,0,0,0,1,0
38,1406611,0,3,3,3446286,6320,1151,7275765,0.272,5297264,46307,0.395,5.17,0,1,0.01408,0,0,0,0,1,0,0,0
59,802436,0,3,3,11910195,8000,1563,12503625,0.224,9699699,84791,1.268,15.58,1,1,0.00184,0,0,0,0,0,0,1,0
39,1228506,1,3,3,14810235,6320,1111,7020780,0.262,5183721,45314,0.443,5.71,0,1,0.00112,0,0,0,0,1,0,0,0
35,2685196,1,4,4,5232434,7750,1692,13114008,0.278,9470708,82789,0.37,4.88,0,1,0.00483,0,0,0,0,0,0,1,0
36,1498550,0,2,2,11704047,11000,681,7492818,0.176,6173849,53969,0.432,5.0,0,1,0.00685,0,0,0,1,0,0,0,0
58,3278373,0,3,3,18336886,5760,1438,8282295,0.268,6061565,52988,0.194,2.53,0,1,0.00934,0,0,0,0,0,1,0,0
39,811253,0,2,2,39703797,7650,761,5823698,0.267,4268852,37317,0.552,7.18,0,1,0.00196,0,0,1,0,0,0,0,0
58,2273793,1,2,2,2954358,8000,1083,8663764,0.182,7088740,61967,0.327,3.81,0,1,0.09078,0,0,0,0,0,0,1,0
60,5243869,0,2,2,9928975,24950,945,23566726,0.239,17942486,156847,0.359,4.49,0,1,0.02202,0,0,0,0,0,0,1,0
47,1902702,1,2,2,5375437,19800,886,17534548,0.3,12277207,107323,0.677,9.22,0,1,0.00077,0,0,0,0,0,0,0,1
44,635314,0,3,3,14660407,11200,1025,11478893,0.25,8612143,75284,1.422,18.07,1,1,0.00015,0,0,0,0,0,0,1,0
50,1126117,1,3,3,2130394,8740,1434,12533393,0.24,9520911,83228,0.887,11.13,0,1,0.0003,0,0,0,0,1,0,0,0
50,1202861,1,2,2,19695882,8780,935,8210682,0.248,6177314,54000,0.539,6.83,0,1,0.00089,0,1,0,0,0,0,0,0
45,1451966,0,2,1,5280390,11000,482,5302529,0.257,3937259,34418,0.284,3.65,1,0,0.03044,0,0,0,1,0,0,0,0
49,854147,1,2,3,2709237,11000,1109,12202346,0.167,10162296,88835,1.248,14.29,0,0,0.00316,0,0,0,1,0,0,0,0
67,3084432,0,2,3,15494628,7750,1524,11814461,0.264,8695439,76012,0.296,3.83,0,0,0.01083,0,0,0,0,0,0,1,0
47,625240,0,2,1,14245483,11200,474,5312422,0.268,3888162,33989,0.652,8.5,0,0,0.00089,0,0,0,0,0,0,1,0
57,2125164,0,2,3,34814261,7750,1575,12205876,0.271,8894301,77751,0.439,5.74,0,0,0.00192,0,0,0,0,0,0,1,0
57,2838835,0,2,2,5836553,8000,737,5892615,0.152,4995958,43673,0.185,2.08,1,1,0.02122,0,1,0,0,0,0,0,0
39,578664,0,2,2,9874432,7000,858,6006994,0.169,4991156,43631,0.905,10.38,0,1,0.00013,0,0,0,0,0,0,0,1
50,40574,0,3,3,7638249,6550,1559,10211791,0.257,7585681,66311,19.612,251.68,0,1,0.0,0,0,0,0,1,0,0,0
39,1614659,0,3,3,10348729,6700,1089,7295956,0.264,5371727,46958,0.349,4.52,0,1,0.00797,0,0,0,0,1,0,0,0
30,2103560,0,3,3,28619147,8780,1438,12622482,0.193,10187693,89057,0.508,6.0,0,1,0.0678,0,1,0,0,0,0,0,0
59,733309,0,2,2,12255943,4950,842,4166250,0.195,3352713,29308,0.48,5.68,0,1,0.00342,0,0,0,1,0,0,0,0
52,1984717,0,2,2,14236290,7700,1091,8401460,0.225,6512382,56929,0.344,4.23,0,1,0.01591,0,0,0,0,0,0,0,1
63,4297958,1,2,2,14652120,19800,988,19571665,0.264,14402429,125901,0.352,4.55,0,1,0.03505,0,0,0,0,0,0,0,1
28,1914268,1,3,3,13988789,5760,1458,8396922,0.191,6792253,59375,0.372,4.39,0,1,0.02729,0,0,0,0,0,1,0,0
60,518374,1,2,1,3684852,8000,508,4067737,0.236,3106638,27157,0.629,7.85,1,0,0.00092,0,0,0,0,0,0,1,0
42,898542,0,2,2,2950161,7150,857,6131025,0.226,4744989,41479,0.554,6.82,0,1,0.00123,0,1,0,0,0,0,0,0
48,1458458,0,2,2,8433256,8000,790,6321209,0.192,5109233,44663,0.367,4.33,1,1,0.01603,0,0,0,0,0,0,1,0
41,2267253,0,3,3,10127494,7150,1485,10619351,0.277,7676766,67107,0.355,4.68,1,1,0.02832,0,1,0,0,0,0,0,0
34,732254,0,3,3,10790995,8740,1067,9322652,0.181,7637025,66760,1.094,12.73,1,1,0.00642,0,0,0,0,1,0,0,0
61,56296,0,4,4,11205724,10280,2635,27087869,0.167,22567171,197274,42.051,481.17,0,1,0.0,0,0,0,0,1,0,0,0
41,4632500,1,1,1,11814569,28000,419,11733852,0.232,9006074,78728,0.204,2.53,1,1,0.0029,0,0,0,0,0,0,1,0
70,2133352,0,2,2,12262782,8970,678,6077199,0.167,5064865,44275,0.249,2.85,0,1,0.00287,0,0,0,0,0,0,0,1
50,787367,0,3,3,13335303,10280,1278,13138817,0.253,9809675,85753,1.307,16.69,1,1,0.00022,0,0,0,0,1,0,0,0
41,200126,0,3,3,29970694,8800,1119,9843697,0.225,7629944,66698,3.999,49.19,0,1,0.0,0,1,0,0,0,0,0,0
49,1315430,0,3,3,10554140,11200,1492,16713884,0.232,12831755,112170,1.023,12.71,0,1,3e-05,0,0,0,0,0,0,1,0
41,387289,1,3,3,2721740,6550,1303,8536530,0.281,6134164,53623,1.661,22.04,0,1,0.0001,0,0,0,0,1,0,0,0
61,6753356,0,2,2,5507392,19800,1050,20796900,0.275,15070126,131737,0.234,3.08,0,1,0.01195,0,0,0,0,0,0,0,1
35,4972951,1,2,2,17043260,6800,967,6578241,0.269,4808489,42034,0.101,1.32,0,1,0.03199,0,0,1,0,0,0,0,0
38,1495080,1,3,3,13977153,5820,1007,5859217,0.155,4953934,43305,0.348,3.92,0,1,0.00431,0,0,0,1,0,0,0,0
46,2294210,1,3,3,18047084,8000,1151,9209962,0.28,6628831,57947,0.303,4.01,0,1,0.00284,0,0,0,0,0,0,1,0
29,2473102,0,3,3,12683720,20350,1214,24701116,0.196,19868992,173687,0.843,9.99,0,1,0.00025,0,0,1,0,0,0,0,0
59,1341909,0,3,3,5147532,7750,1468,11378222,0.182,9302459,81319,0.727,8.48,0,1,0.00031,0,0,0,0,0,0,1,0
47,3296994,1,2,2,10930198,19800,1079,21361320,0.202,17037174,148933,0.542,6.48,0,1,0.00644,0,0,0,0,0,0,0,1
47,3061285,0,1,1,6824986,9600,594,5704331,0.267,4181536,36553,0.143,1.86,1,1,0.02078,0,0,0,1,0,0,0,0
39,1411884,1,2,2,9002823,8000,669,5350997,0.289,3804738,33260,0.283,3.79,0,1,0.01083,0,0,0,0,0,0,1,0
45,2378291,0,2,1,12282699,24950,562,14015262,0.296,9868909,86270,0.435,5.89,1,0,0.0048,0,0,0,0,0,0,1,0
51,2398837,0,2,2,11678351,11200,686,7687616,0.238,5858656,51214,0.256,3.2,0,1,0.00762,0,0,0,0,0,0,1,0
35,2610732,0,2,2,2646368,8740,1014,8860742,0.164,7407666,64755,0.298,3.39,0,1,0.00831,0,0,0,0,1,0,0,0
34,1293706,1,2,2,7344770,8970,799,7168605,0.212,5649759,49388,0.458,5.54,1,1,0.01435,0,0,0,0,0,0,0,1
34,1278288,0,2,2,23135531,6800,777,5285772,0.192,4272417,37348,0.351,4.14,0,1,0.00433,0,0,1,0,0,0,0,0
35,332982,1,3,3,6756812,7750,1023,7927298,0.286,5660774,49484,1.783,23.81,1,1,0.00041,0,0,0,0,0,0,1,0
41,2484248,1,1,1,25714609,13700,628,8597741,0.182,7031872,61470,0.297,3.46,0,1,0.00326,0,0,0,0,0,0,1,0
33,2311599,0,4,4,16814332,7150,1977,14135408,0.232,10849008,94838,0.492,6.11,0,1,0.00769,0,1,0,0,0,0,0,0
43,1844079,1,2,2,8854256,8970,862,7735330,0.247,5822802,50901,0.331,4.19,1,1,0.00092,0,0,0,0,0,0,0,1
59,2214297,0,2,2,9743721,7750,955,7402509,0.206,5877332,51377,0.278,3.34,0,1,0.01513,0,0,0,0,0,0,1,0
35,594357,1,3,3,20774018,8000,1480,11836153,0.256,8802334,76947,1.554,19.91,0,1,0.00014,0,1,0,0,0,0,0,0
32,1370198,0,3,2,17133804,7150,809,5786179,0.225,4484633,39203,0.343,4.22,0,0,0.00458,0,1,0,0,0,0,0,0
35,1301522,1,4,4,4214439,13700,2398,32849697,0.232,25244117,220675,2.035,25.24,0,1,5e-05,0,0,0,0,0,0,1,0
39,2924980,1,2,3,71159238,8740,1177,10285721,0.212,8108174,70879,0.291,3.52,0,0,0.12286,0,0,0,0,1,0,0,0
37,1218422,0,2,1,15349047,8000,648,5182954,0.187,4216320,36857,0.363,4.25,0,0,0.00659,0,0,0,0,0,0,1,0
32,1210465,0,1,1,5684930,16650,612,10182023,0.18,8353692,73025,0.724,8.41,0,1,0.00612,0,1,0,0,0,0,0,0
37,2771977,0,3,3,7510620,7700,1012,7790383,0.191,6301788,55088,0.238,2.81,1,1,0.03782,0,0,0,0,0,0,0,1
44,1828368,0,2,2,12214149,6900,838,5780457,0.167,4816886,42107,0.276,3.16,0,1,0.00853,0,0,0,1,0,0,0,0
35,1690769,1,1,1,8693071,7750,529,4096068,0.233,3142279,27469,0.195,2.42,0,1,0.01169,0,0,0,0,0,0,1,0
40,459809,1,3,3,6850750,5820,1193,6943438,0.18,5696860,49800,1.3,15.1,1,1,0.00043,0,0,0,1,0,0,0,0
31,1132008,0,3,3,16254304,7750,1174,9094954,0.234,6964698,60883,0.645,8.03,0,1,0.00107,0,0,0,0,0,0,1,0
29,1455539,0,3,4,9386398,7730,2006,15506403,0.261,11465601,100228,0.826,10.65,0,0,0.00119,0,0,0,0,0,0,0,1
39,4360650,0,2,2,14014203,20350,790,16085067,0.265,11825795,103377,0.284,3.69,0,1,0.09343,1,0,1,0,0,0,0,0
25,3440665,1,2,2,13817130,8970,770,6911057,0.213,5436274,47522,0.166,2.01,0,1,0.01416,0,0,0,0,0,0,0,1
56,7414395,0,3,3,13104871,5920,1289,7629232,0.215,5987456,52340,0.085,1.03,0,1,0.00939,0,0,0,0,0,1,0,0
61,1250849,1,2,2,3688291,6320,653,4125674,0.283,2958306,25860,0.248,3.3,1,1,0.07059,0,0,0,0,1,0,0,0
39,2467716,0,2,2,11908935,7700,791,6089943,0.157,5131466,44857,0.218,2.47,0,1,0.00278,0,0,0,0,0,0,0,1
45,1222375,1,2,2,6137400,8970,740,6640037,0.291,4710785,41180,0.404,5.43,1,1,0.09062,0,0,0,0,0,0,0,1
41,1646516,0,3,3,8447367,6565,1276,8375392,0.224,6498960,56811,0.414,5.09,1,1,0.45713,1,0,1,0,0,0,0,0
49,1495158,0,3,2,12706548,7750,995,7713977,0.172,6390538,55864,0.448,5.16,0,0,0.00168,0,0,0,0,0,0,1,0
46,1679341,0,3,3,26192595,7150,1467,10489653,0.248,7884469,68923,0.493,6.25,0,1,0.0113,0,1,0,0,0,0,0,0
61,1484443,0,2,2,4556938,6900,1023,7059297,0.176,5815717,50839,0.411,4.76,1,1,0.00169,0,0,0,1,0,0,0,0
37,1675672,1,3,3,7951808,24950,1407,35114725,0.257,26090770,228076,1.633,20.96,0,1,8e-05,0,0,0,0,0,0,1,0
31,1676328,1,3,3,2592932,6320,1283,8105489,0.255,6041424,52812,0.378,4.84,0,1,0.00441,0,0,0,0,1,0,0,0
36,1745518,1,2,2,43886176,7730,905,6993797,0.173,5781622,50541,0.347,4.01,0,1,0.00578,0,0,0,0,0,0,0,1
39,1646317,0,2,2,11375509,7700,759,5846686,0.184,4772636,41721,0.304,3.55,0,1,0.00163,0,0,0,0,0,0,0,1
55,1340545,1,2,2,2536260,7700,957,7366371,0.163,6162881,53874,0.482,5.5,0,1,0.00304,0,0,0,0,0,0,0,1
33,2125927,0,3,3,31391863,7000,1446,10122424,0.162,8477742,74109,0.418,4.76,0,1,0.03515,0,0,0,0,0,0,0,1
45,569637,1,3,3,14365893,4950,1006,4981008,0.227,3850869,33663,0.709,8.74,0,1,0.00234,0,0,0,1,0,0,0,0
71,1285825,1,2,1,11603301,6900,585,4033128,0.151,3424446,29935,0.279,3.14,0,0,0.00494,0,0,0,1,0,0,0,0
43,692840,1,4,3,49644331,7650,1166,8921572,0.171,7393656,64633,1.119,12.88,0,0,8e-05,0,0,1,0,0,0,0,0
67,1792580,0,4,4,10542100,8000,1640,13120482,0.223,10200711,89171,0.597,7.32,1,1,0.00169,0,0,0,0,0,0,1,0
68,1642879,0,2,2,8475450,8800,803,7070045,0.27,5161661,45121,0.33,4.3,1,1,0.02011,0,1,0,0,0,0,0,0
27,495416,0,1,1,4058777,7750,646,5006627,0.296,3524124,30807,0.746,10.11,0,1,0.00189,0,0,0,0,0,0,1,0
40,1954178,1,4,4,14369243,7150,1653,11818669,0.154,9999480,87412,0.537,6.05,1,1,0.0019,0,1,0,0,0,0,0,0
39,1651627,0,2,2,8509623,8000,842,6734620,0.185,5489707,47989,0.349,4.08,1,1,0.00563,0,0,0,0,0,0,1,0
29,275606,0,2,1,21337017,6550,513,3359932,0.286,2399500,20976,0.913,12.19,0,0,0.00064,0,0,0,0,1,0,0,0
69,2990616,0,3,3,21393229,13700,1353,18531316,0.219,14473111,126519,0.508,6.2,1,1,0.00092,0,0,0,0,0,0,1,0
31,1686879,0,2,2,2537866,7150,1028,7352856,0.17,6106227,53378,0.38,4.36,0,1,0.00128,0,1,0,0,0,0,0,0
54,440044,0,3,3,4447019,6700,1410,9444707,0.2,7552709,66023,1.8,21.46,0,1,9e-05,0,0,0,0,1,0,0,0
49,1216038,0,3,3,8351208,6550,1103,7222204,0.168,6009661,52534,0.518,5.94,1,1,0.00318,0,0,0,0,1,0,0,0
53,198775,0,4,4,2590113,5030,2173,10931741,0.251,8184102,71542,4.319,55.0,0,1,1e-05,0,0,0,0,0,1,0,0
70,1887992,0,1,1,7299496,28000,413,11552504,0.176,9524771,83262,0.529,6.12,0,1,0.00095,0,0,0,0,0,0,1,0
62,123240,0,1,1,14171262,8000,602,4812785,0.221,3750756,32788,3.193,39.05,0,1,1e-05,0,0,0,0,0,0,1,0
34,6178020,1,4,4,3399578,8800,2753,24223165,0.241,18382850,160696,0.312,3.92,0,1,0.01148,0,1,0,0,0,0,0,0
39,216315,0,2,2,25562635,11200,664,7439019,0.3,5209944,45543,2.526,34.39,0,1,2e-05,0,0,0,0,0,0,1,0
48,179450,1,3,3,13209261,6550,1202,7874225,0.209,6229657,54457,3.642,43.88,0,1,1e-05,0,0,0,0,1,0,0,0
37,2464385,0,2,2,16953879,11000,935,10286259,0.282,7381533,64527,0.314,4.17,0,1,0.00103,0,0,0,1,0,0,0,0
38,1122957,1,3,3,37501839,8780,1553,13636568,0.201,10892654,95220,1.018,12.14,0,1,0.0002,0,1,0,0,0,0,0,0
30,6958763,0,2,2,9332467,13700,981,13441141,0.2,10749804,93971,0.162,1.93,1,1,0.01351,0,0,0,0,0,0,1,0
34,1665119,0,2,2,32712516,4950,665,3291314,0.296,2316733,20252,0.146,1.98,0,1,0.00062,0,0,0,1,0,0,0,0
29,3373891,0,2,2,5588275,28000,682,19091512,0.174,15763918,137802,0.49,5.66,0,1,0.00118,0,0,0,0,0,0,1,0
41,1841443,0,2,2,15473380,7650,968,7407038,0.29,5262219,46000,0.3,4.02,0,1,0.01265,0,0,1,0,0,0,0,0
35,3001947,0,3,3,20736081,5760,1215,7000014,0.158,5896450,51545,0.206,2.33,0,1,0.01885,0,0,0,0,0,1,0,0
51,3300814,1,2,2,11104341,13700,816,11178086,0.158,9407871,82240,0.299,3.39,1,1,0.01939,0,0,0,0,0,0,1,0
34,1956556,0,2,1,3329255,11000,465,5110436,0.217,4001092,34976,0.215,2.61,0,0,0.02931,0,0,0,1,0,0,0,0
54,681696,0,1,1,55641939,7000,421,2948386,0.197,2369028,20709,0.365,4.33,0,1,0.0031,0,0,0,0,0,0,0,1
51,2354877,1,3,3,12983212,8000,1413,11301789,0.261,8351501,73006,0.372,4.8,1,1,0.00931,0,0,0,0,0,0,1,0
25,1116469,1,3,3,4595414,8800,1073,9439217,0.239,7182477,62787,0.675,8.45,0,1,0.01029,0,1,0,0,0,0,0,0
63,1196645,1,3,4,12655069,6565,1909,12534709,0.271,9135788,79862,0.801,10.47,1,0,0.0008,0,0,1,0,0,0,0,0
44,1303782,0,2,2,2196314,8800,705,6204202,0.244,4690224,41000,0.377,4.76,0,1,0.00691,0,1,0,0,0,0,0,0
72,1664290,0,3,3,14142069,6565,1510,9911071,0.181,8113191,70922,0.511,5.96,1,1,0.00089,0,0,1,0,0,0,0,0
51,80918,0,1,2,20862731,8970,725,6501495,0.175,5366118,46909,6.956,80.35,0,0,0.0,0,0,0,0,0,0,0,1
34,2207382,1,3,3,6140199,8000,1359,10868991,0.235,8314167,72679,0.395,4.92,0,1,0.02921,0,0,0,0,0,0,1,0
55,172569,0,3,3,4164227,4950,1347,6667672,0.245,5032520,43992,3.059,38.64,0,1,0.0,0,0,0,1,0,0,0,0
46,516861,0,3,3,11905511,6320,1255,7932009,0.281,5705227,49873,1.158,15.35,0,1,0.00025,0,0,0,0,1,0,0,0
34,2755993,1,3,3,3149042,8000,1287,10299578,0.175,8497921,74286,0.323,3.74,0,1,0.01409,0,1,0,0,0,0,0,0
56,3300774,0,3,3,14090855,8800,1163,10232266,0.279,7378676,64502,0.234,3.1,1,1,0.10366,0,1,0,0,0,0,0,0
44,2800828,0,2,2,12435949,7750,792,6135417,0.186,4995823,43672,0.187,2.19,0,1,0.04024,0,0,0,0,0,0,1,0
38,6015753,0,2,1,13303519,11000,559,6145224,0.208,4867650,42551,0.085,1.02,0,0,0.00534,0,0,0,1,0,0,0,0
41,2777482,0,2,2,32044022,9600,749,7191929,0.292,5090393,44498,0.192,2.59,0,1,0.01331,0,0,0,1,0,0,0,0
46,596028,0,3,3,14360928,7730,1217,9410689,0.175,7767576,67901,1.367,15.79,1,1,0.00087,0,0,0,0,0,0,0,1
26,3287441,1,4,4,53478853,8000,2186,17484186,0.22,13637518,119214,0.435,5.32,0,1,0.00337,0,1,0,0,0,0,0,0
44,3779117,1,1,1,3801358,24950,459,11439876,0.234,8763266,76605,0.243,3.03,0,1,0.01908,0,0,0,0,0,0,1,0
35,2210302,0,3,3,10127088,8000,1519,12155790,0.277,8793443,76869,0.417,5.5,1,1,0.03508,0,0,0,0,0,0,1,0
70,3639478,1,3,3,31807920,8000,1251,10009692,0.217,7837743,68515,0.226,2.75,0,1,0.00117,0,0,0,0,0,0,1,0
34,1438068,0,3,4,3816353,6900,2689,18556273,0.21,14656113,128118,1.069,12.9,0,0,0.0005,0,0,0,1,0,0,0,0
34,1101557,0,2,2,31209153,7750,1032,7996244,0.186,6511016,56917,0.62,7.26,0,1,0.00067,0,0,0,0,0,0,1,0
41,3250918,0,3,3,20554909,8000,1129,9034550,0.167,7527294,65801,0.243,2.78,0,1,0.02543,0,0,0,0,0,0,1,0
42,1775226,1,3,3,42744605,6320,1370,8655368,0.267,6345644,55471,0.375,4.88,0,1,0.00426,0,0,0,0,1,0,0,0
53,6393495,0,3,3,8309049,28000,1224,34283451,0.164,28654170,250484,0.47,5.36,0,1,0.01158,0,0,0,0,0,0,1,0
37,2420714,0,1,1,13018764,11200,532,5953449,0.24,4525028,39556,0.196,2.46,0,1,0.05215,0,0,0,0,0,0,1,0
34,8137059,0,3,3,21488706,11000,1338,14719996,0.223,11440557,100009,0.147,1.81,0,1,0.00573,0,0,0,1,0,0,0,0
68,1135461,0,3,3,9407054,8800,1384,12178272,0.25,9139189,79891,0.844,10.73,1,1,0.00115,0,1,0,0,0,0,0,0
51,5134537,1,3,3,12225197,6320,1572,9935102,0.165,8294588,72508,0.169,1.93,1,1,0.08362,0,0,0,0,1,0,0,0
59,780947,1,3,3,13636924,8740,1249,10912170,0.238,8314701,72684,1.117,13.97,1,1,0.00247,0,0,0,0,1,0,0,0
53,1459060,0,2,2,12524163,7750,914,7082183,0.229,5461193,47740,0.393,4.85,0,1,0.02188,0,0,0,0,0,0,1,0
33,1718657,0,3,4,7292998,6700,1666,11165057,0.215,8762648,76600,0.535,6.5,0,0,0.00538,0,0,0,0,1,0,0,0
32,1797574,0,3,3,8013570,13700,1111,15219498,0.16,12787467,111783,0.746,8.47,0,1,0.00065,0,0,0,0,0,0,1,0
43,1211844,0,2,1,13599137,11000,640,7041222,0.18,5775167,50484,0.5,5.81,0,0,0.00388,0,0,0,1,0,0,0,0
